3.0059999999999993,0.9778
3.0059999999999993,0.9778
3.0059999999999993,0.9778
4.006000000000001,0.9705
4.006000000000001,0.9705
4.006000000000001,0.9705
5.006000000000001,0.9634
5.006000000000001,0.9634
5.006000000000001,0.9634
6.006000000000002,0.9563
6.012000000000001,0.9778
6.012000000000001,0.9778
6.012000000000003,0.9562
7.006000000000002,0.9493
7.009000000000002,0.9706
7.011000000000003,0.9492
7.012000000000003,0.9778
7.012000000000003,0.9778
8.005999999999998,0.9423
8.011999999999997,0.9423
9.008999999999999,0.9634
9.010999999999996,0.9354
10.005999999999998,0.9706
10.010999999999996,0.9286
10.011999999999997,0.9285
12.007999999999997,0.9634
13.017999999999995,0.9493
14.013999999999994,0.9493
16.014000000000006,0.9493
16.115000000000006,0.9416
